0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,sALS_21,sALS_22,sALS_23,sALS_24,sALS_25,sALS_26,sALS_27,sALS_28,sALS_29,sALS_30,sALS_31,sALS_33,sALS_34,sALS_35,sALS_36,sALS_37,sALS_38,sALS_39,sALS_40,Control_51
chr11_304318,0.56,0.78,0.52,0.65,0.8,0.84,0.66,0.78,0.76,0.81,0.8,0.71,0.75,0.41,0.63,0.62,0.91,0.52,0.73,0.85,0.53,0.28,0.52,0.53,0.44,0.8,0.46,0.6,0.5,0.52,0.67,0.72,0.63,0.73,0.39,0.53,0.7,0.43,0.34,0.61
chr5_150632975,0.69,0.8,0.68,0.6,0.62,0.62,0.8,0.77,0.79,0.88,0.75,0.96,0.78,0.76,0.7,0.73,0.66,0.42,0.9,0.82,0.7,0.57,0.64,0.52,0.76,0.8,0.72,0.72,0.8,0.58,0.54,0.56,0.72,0.35,0.7015384615384616,0.61,0.62,0.78,0.77,0.87
chr17_29572640,0.54,0.45,0.6,0.35,0.64,0.8,0.6,0.74,0.4,0.57,0.68,0.8,0.66,0.51,0.66,0.69,0.7,0.66,0.0,0.53,0.43,0.64,0.37,0.45,0.48,0.54,0.32,0.58,0.83,0.5320512820512818,0.44,0.43,0.33,0.58,0.47,0.35,0.31,0.49,0.4,0.73
chr12_94640679,0.24,0.23,0.33,0.0,0.08,0.15,0.15,0.28,0.27,0.15,0.26,0.09,0.06,0.04,0.26,0.29,0.33,0.23769230769230773,0.36,0.0,0.26,0.08,0.24,0.62,0.55,0.23,0.2,0.08,0.3,0.15,0.36,0.1,0.63,0.61,0.12,0.04,0.42,0.35,0.21,0.15
chr10_35260117,0.0,0.6,0.14,0.16,0.41,0.26,0.78,0.67,0.68,0.0,0.45,0.31,0.69,0.61,0.68,0.0,0.28,0.61,0.32,0.63,0.63,0.35,0.67,0.6,0.25,0.8,0.77,0.71,0.82,0.72,0.64,0.74,0.82,0.44,0.0,0.27,0.26,0.31,0.0,0.66
chr13_23954025,0.0,0.0,0.01,0.37,0.42,0.37,0.33,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.31,0.0,0.0,0.01,0.0,0.0,0.0,0.29,0.4,0.38,0.42,0.67,0.51,0.0,0.33,0.41,0.0,0.0,0.36,0.43,0.34,0.0,0.0
chr1_247445998,0.28,0.21,0.27,0.23,0.25,0.23,0.21,0.29,0.28,0.41,0.47,0.22,0.3,0.13,0.42,0.36,0.31,0.23,0.37,0.18,0.4,0.46,0.27,0.76,0.4,0.63,0.33,0.35,0.36,0.23,0.58,0.11,0.63,0.21,0.35,0.22,0.24,0.37,0.3,0.09
chr7_1555448,0.61,0.46,0.65,0.41,0.53,0.51,0.54,0.59,0.46,0.78,0.47,0.41,0.33,0.5,0.5,0.66,0.56,0.68,0.33,0.51,0.51,0.44,0.48,0.38,0.37,0.36,0.48,0.52,0.64,0.38,0.39,0.52,0.41,0.33,0.4,0.48,0.35,0.53,0.32,0.66
chr19_39514711,0.32,0.42,0.36,0.46,0.66,0.3,0.38,0.42,0.5,0.89,0.38,0.39,0.33,0.25,0.22,0.4,0.44,0.31,0.18,0.28,0.35,0.16,0.32,0.21,0.27,0.26,0.26,0.41,0.33,0.23,0.31,0.32,0.25,0.23,0.33,0.5,0.34,0.41,0.23,0.33
chr5_142797563,0.65,0.73,0.46,0.3,0.47,0.61,0.69,0.62,0.61,0.68,0.47,0.7,0.45,0.61,0.51,0.41,0.53,0.45,0.41,0.5,0.62,0.61,0.66,0.75,0.66,0.5815384615384614,0.75,0.57,0.63,0.62,0.66,0.63,0.6,0.42,0.68,0.57,0.65,0.72,0.57,0.45
chr9_127770648,0.07,0.0,0.11,0.28,0.15,0.44,0.12,0.27,0.18,0.13,0.16,0.14,0.16,0.05,0.23,0.12,0.14,0.22,0.11,0.13,0.25,0.18,0.3,0.25,0.03,0.13,0.39,0.14,0.18,0.25,0.2,0.32,0.3,0.4,0.25,0.2,0.18,0.28,0.21,0.26
chr1_41020573,0.26,0.85,0.27,0.75,0.93,0.5,0.63,0.28,1.0,0.88,0.64,1.0,1.0,0.82,0.92,0.6857894736842104,0.87,1.0,0.84,0.84,0.48,0.52,0.33,0.88,0.35,0.9,0.5,0.56,0.88,1.0,0.39,0.48,0.52,0.72,0.6857894736842104,0.0,0.76,0.93,0.9,0.68
chr20_29547995,0.43,0.94,0.73,0.52,0.69,0.82,0.61,0.65,0.75,0.75,0.9,0.52,0.6649999999999998,0.8,0.77,0.78,0.63,0.6649999999999998,0.6649999999999998,0.84,0.6,0.41,0.16,0.51,0.66,0.69,0.76,0.62,0.47,0.6649999999999998,0.87,0.66,0.83,0.4,0.33,0.76,0.76,0.81,0.65,0.86
chr16_73066827,0.25,0.23,0.25,0.3,0.16,0.32,0.37,0.38,0.31,0.26,0.26,0.3,0.21,0.17,0.2,0.32,0.45,0.53,0.06,0.37,0.1,0.3,0.08,0.19,0.35,0.29,0.25,0.1,0.28,0.07,0.1,0.12,0.22,0.29,0.13,0.23,0.13,0.25,0.06,0.28
chr5_80414270,0.09,0.07,0.18,0.06,0.31,0.22,0.22,0.38,0.13,0.05,0.05,0.14,0.07,0.12,0.17,0.26,0.12,0.15,0.31,0.13,0.15,0.20324324324324325,0.20324324324324325,0.65,0.35,0.09,0.23,0.08,0.19,0.29,0.41,0.05,0.20324324324324325,0.23,0.3,0.13,0.5,0.41,0.23,0.0
chr11_3409247,0.81,0.76,0.55,0.6,0.74,0.45,0.74,0.47,0.62,0.82,0.73,0.75,0.62,0.77,0.51,0.78,0.6,0.59,0.78,0.62,0.63,0.62,0.64,0.67,0.59,0.68,0.54,0.54,0.47,0.41,0.56,0.68,0.62,0.66,0.55,0.57,0.7,0.6,0.51,0.78
chr4_3860896,0.45,0.7,0.81,0.75,0.53,0.48,0.97,0.67,0.81,0.92,0.77,0.76,0.44,0.84,0.8,0.82,0.88,0.64,0.72,0.56,0.46,0.74,0.67,0.0,0.64,0.86,0.0,0.45,0.75,0.35,0.85,0.81,0.49,0.68,0.73,0.71,0.33,0.5,0.93,0.68
chr9_19629701,0.37,0.46,0.3,0.52,0.41,0.4,0.51,0.55,0.47,0.45,0.31,0.32,0.22,0.45,0.48,0.41,0.3,0.45,0.48,0.35,0.4,0.3786842105263158,0.33,0.29,0.47,0.41,0.27,0.6,0.18,0.18,0.42,0.24,0.3786842105263158,0.23,0.42,0.25,0.39,0.3,0.38,0.42
chr10_6756309,0.15,0.24,0.25,0.18,0.17,0.08,0.3,0.34,0.51,0.11,0.2,0.27,0.23,0.45,0.28,0.15,0.36,0.26,0.35,0.37,0.53,0.28729729729729725,0.41,0.22,0.45,0.28729729729729725,0.3,0.26,0.15,0.17,0.2,0.33,0.28729729729729725,0.35,0.28,0.53,0.23,0.4,0.32,0.25
chr22_36913973,0.27,0.33,0.36,0.34,0.35,0.2,0.27,0.34,0.14,0.22,0.52,0.3,0.2,0.13,0.47,0.35,0.33,0.3,0.25,0.33,0.44,0.35,0.44,0.36,0.45,0.43,0.42,0.49,0.63,0.2,0.24,0.45,0.57,0.13,0.37,0.56,0.39,0.58,0.31,0.0
chr16_11630368,0.41,0.5,0.5,0.5,0.55,0.68,0.57,0.61,0.68,0.5452631578947369,0.43,0.42,0.28,0.42,0.45,0.69,0.47,0.55,0.72,0.33,0.46,0.53,0.59,0.72,0.3,0.54,0.58,0.37,0.69,0.5452631578947369,0.59,0.56,0.77,0.52,0.71,0.77,0.68,0.68,0.6,0.3
chr11_94545730,0.18,0.04,0.17,0.02,0.15,0.33,0.27,0.21,0.11,0.11,0.21,0.06,0.0,0.16,0.38,0.17,0.35,0.31,0.41,0.09,0.26,0.18,0.31,0.45,0.33,0.15,0.38,0.11,0.3,0.25,0.29,0.13,0.47,0.35,0.29,0.17,0.37,0.51,0.27,0.18
chr14_99242309,0.86,0.7,0.89,0.84,0.86,0.28,0.69,0.61,0.8,0.9,0.42,0.44,0.37,0.24,0.71,0.85,0.5,0.73,0.45,0.85,0.78,0.76,0.82,0.76,0.6,0.81,0.86,0.8,0.69,0.76,0.7,0.91,0.8,0.69,0.67,0.95,0.88,0.76,0.9,0.6
chr10_132533705,0.75,0.88,0.4,0.8,0.39,0.88,0.52,0.48,0.87,0.9,0.37,0.97,0.24,0.42,0.46,0.87,0.87,0.78,0.36,0.95,0.83,0.8,0.89,0.82,0.85,0.45,0.89,0.5,0.88,0.86,0.9,0.9,0.89,0.95,0.94,0.89,0.86,0.93,0.71,0.88
chr10_3415096,0.5,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.54,0.0,0.0,0.47,0.57,0.0,0.0,0.1469230769230769,0.0,0.0,0.0,0.0,0.57,0.95,0.55,0.0,0.0,0.0,0.0
chr8_41590579,0.28,0.09,0.07,0.05,0.06,0.19,0.1,0.38,0.17,0.0,0.03,0.03,0.0,0.07,0.23,0.08,0.2,0.23,0.18,0.08,0.09,0.16,0.16,0.4,0.17,0.05,0.27,0.05,0.14,0.2,0.22,0.09,0.43,0.29,0.18,0.09,0.33,0.33,0.32,0.0
chr22_48500767,0.81,0.92,0.37,0.83,0.82,0.0,0.9,0.4,0.42,0.9,0.86,0.52,0.51,0.9,0.78,0.87,0.4,0.72,0.53,0.46,0.37,0.78,0.87,0.45,0.68,0.85,0.76,0.8,0.72,0.0,0.46,0.77,0.8,0.03,0.42,0.45,0.41,0.47,0.76,0.63
chr9_124355555,0.2,0.25,0.32,0.16,0.37,0.35,0.14,0.36,0.24,0.2,0.38,0.05,0.0,0.17,0.22,0.37,0.28,0.19,0.35,0.08,0.13,0.2,0.3,0.59,0.26,0.13,0.29,0.15,0.31,0.2674358974358974,0.36,0.19,0.54,0.32,0.41,0.27,0.52,0.34,0.35,0.09
chr14_65373447,0.9,0.73,0.44,0.72,0.65,0.47,0.66,0.71,0.8,0.86,0.8,0.81,0.83,0.69,0.61,0.81,0.7,0.9,0.8,0.69,0.82,0.8,0.57,0.61,0.75,0.48,0.53,0.72,0.56,0.18,0.47,0.41,0.42,0.72,0.59,0.77,0.81,0.51,0.72,0.78
chr15_99018342,0.16,0.05,0.1,0.0,0.2,0.16,0.11,0.21,0.0,0.17,0.25,0.03,0.07,0.03,0.25,0.1,0.27,0.22,0.29,0.08,0.09,0.13,0.25,0.59,0.20256410256410254,0.15,0.33,0.06,0.42,0.72,0.28,0.22,0.28,0.25,0.18,0.14,0.25,0.32,0.36,0.13
chr5_15719965,0.77,0.0,0.37,0.82,0.0,0.0,0.43,0.0,0.4,0.42,0.5,0.35,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.36,0.52,0.0,0.44,0.42,0.0,0.56,0.0,0.0,0.0,0.64,0.78,0.0,0.0,0.62,0.77,0.35,0.42,0.72,0.0,0.46
chr10_1553438,0.72,0.5,0.59,0.39,0.52,0.46,0.5,0.47,0.42,0.55,0.48,0.68,0.73,0.63,0.57,0.56,0.3,0.48,0.55,0.48,0.46,0.35,0.51,0.52,0.68,0.5,0.56,0.49,0.48,0.47,0.42,0.47,0.5,0.37,0.48,0.5,0.31,0.44,0.38,0.54
chr8_129988293,0.22,0.22,0.3,0.21,0.27,0.35,0.27,0.52,0.21,0.41,0.4,0.05,0.3,0.21,0.35,0.25,0.42,0.27,0.3178947368421053,0.0,0.28,0.22,0.4,0.65,0.37,0.28,0.55,0.28,0.41,0.3178947368421053,0.59,0.14,0.59,0.27,0.06,0.11,0.5,0.52,0.48,0.15
chr9_129833880,0.68,0.68,0.77,0.76,0.9,0.95,0.36,0.95,0.3,0.93,0.5,0.96,0.86,0.2,0.65,0.36,0.82,0.0,0.82,0.96,0.0,0.81,0.88,0.9,0.82,0.61,0.46,0.5,0.63,0.0,0.0,0.96,0.3,0.45,0.61,0.8,0.86,0.5,0.0,0.76
chr10_96645590,0.13,0.1,0.1,0.04,0.12,0.28,0.23,0.27,0.08,0.05,0.15,0.08,0.05,0.12,0.2,0.23,0.37,0.2,0.29,0.09,0.09,0.21,0.14,0.4,0.12,0.11,0.23,0.09,0.17,0.27,0.36,0.21,0.42,0.26,0.16,0.1,0.4,0.32,0.17,0.0
chr13_45200870,0.36,0.25,0.31,0.25,0.47,0.65,0.4,0.56,0.23,0.29,0.5,0.17,0.11,0.24,0.39,0.25,0.38,0.53,0.44,0.46,0.27,0.18,0.41,0.59,0.5,0.4066666666666667,0.54,0.5,0.33,0.5,0.5,0.15,0.69,0.57,0.55,0.64,0.59,0.61,0.4,0.1
chr6_105786973,0.53,0.5,0.47,0.55,0.6,0.75,0.76,0.72,0.65,0.79,0.64,0.56,0.68,0.57,0.42,0.52,0.56,0.65,0.64,0.59,0.6,0.6428205128205129,0.72,0.72,0.63,0.57,0.74,0.72,0.8,0.71,0.7,0.47,0.76,0.69,0.66,0.66,0.8,0.75,0.56,0.66
chr9_94666699,0.68,0.71,0.63,0.69,0.68,0.65,0.67,0.54,0.72,0.66,0.52,0.69,0.71,0.59,0.6,0.72,0.66,0.58,0.58,0.6,0.72,0.47,0.67,0.6,0.7,0.61,0.47,0.48,0.54,0.57,0.55,0.61,0.62,0.6,0.52,0.64,0.48,0.58,0.42,0.75
chr6_170023451,0.15,0.05,0.53,0.3,0.41,0.2,0.22,0.37,0.18,0.16,0.1,0.13,0.35,0.07,0.21,0.19,0.23,0.42,0.14,0.44,0.29,0.11,0.17,0.13,0.26,0.12,0.04,0.11,0.13,0.0,0.38,0.1,0.39,0.24,0.2,0.15,0.23,0.1,0.17,0.11
chr22_21282850,0.91,0.72,0.69,0.94,0.69,0.9,0.7,0.68,0.8,0.69,0.5,0.61,0.89,0.75,0.88,0.9,0.7123076923076923,0.46,0.92,0.56,0.71,0.64,0.79,0.55,0.53,0.84,0.68,0.83,0.56,0.84,0.59,0.79,0.64,0.69,0.58,0.55,0.64,0.57,0.67,0.9
chr6_144278934,0.87,0.73,0.77,0.76,0.93,0.81,0.76,0.79,0.88,0.73,0.85,0.95,0.72,0.88,0.72,0.75,0.76,0.72,0.8,0.66,0.67,0.65,0.82,0.64,0.64,0.76,0.53,0.75,0.88,0.78,0.72,0.77,0.64,0.71,0.68,0.56,0.65,0.73,0.8,0.69
chr10_71712558,0.06,0.19,0.17,0.11,0.2,0.36,0.26,0.26,0.24,0.26,0.23,0.1,0.2,0.06,0.27,0.2,0.22,0.14,0.57,0.14,0.31,0.29,0.22,0.42,0.38,0.18,0.36,0.21,0.38,0.2,0.43,0.16,0.47,0.37,0.42,0.3,0.2,0.34,0.47,0.05
chr10_133263143,0.66,0.52,0.58,0.73,0.8,0.73,0.68,0.68,0.55,0.68,0.66,0.58,0.61,0.65,0.84,0.5,0.7,0.57,0.47,0.84,0.77,0.64,0.77,0.76,0.65,0.7,0.82,0.58,0.75,0.71,0.69,0.65,0.7,0.68,0.71,0.82,0.66,0.74,0.8,0.51
chr6_6379765,0.65,0.69,0.73,0.91,0.83,0.83,0.69,0.67,0.73,0.68,0.56,0.79,0.7,0.73,0.85,0.79,0.52,0.64,0.77,0.82,0.57,0.695897435897436,0.62,0.45,0.6,0.66,0.75,0.7,0.61,0.77,0.57,0.65,0.67,0.85,0.72,0.71,0.62,0.77,0.59,0.68
chr3_195849856,0.61,0.71,0.66,0.78,0.73,0.63,0.84,0.55,0.23,0.62,0.75,0.82,0.66,0.56,0.72,0.78,0.65,0.76,0.6146153846153846,0.39,0.47,0.3,0.78,0.42,0.7,0.37,0.54,0.58,0.66,0.55,0.49,0.79,0.42,0.58,0.65,0.62,0.77,0.45,0.78,0.6
chr17_78144987,0.43,0.68,0.36,0.42,0.93,0.0,0.87,0.51,0.95,0.88,0.82,0.45,0.0,0.34,0.86,0.39,0.5,0.82,0.82,0.37,0.46,0.0,0.76,0.76,0.68,0.8,0.23,0.78,0.75,0.78,0.87,0.84,0.73,0.45,0.4,0.91,0.85,0.37,0.87,0.34
chr9_137453776,0.07,0.16162162162162166,0.09,0.05,0.16,0.07,0.13,0.27,0.2,0.0,0.12,0.07,0.3,0.06,0.04,0.27,0.0,0.15,0.14,0.0,0.18,0.23,0.2,0.18,0.26,0.17,0.28,0.24,0.16,0.16162162162162166,0.17,0.0,0.35,0.18,0.16162162162162166,0.25,0.32,0.23,0.14,0.25
chr15_58459866,0.04,0.11,0.0,0.0,0.04,0.0,0.04,0.09,0.07,0.04,0.04,0.03,0.0,0.11,0.12,0.04,0.04,0.06,0.06,0.1,0.04,0.08,0.07,0.08,0.14,0.07,0.24,0.02,0.07,0.16,0.05,0.05,0.26,0.15,0.03,0.05,0.08,0.26,0.04,0.0
chr20_34980051,0.83,0.7,0.69,0.88,0.75,0.64,0.55,0.61,0.73,0.55,0.73,0.83,0.65,0.66,0.72,0.76,0.7,0.86,0.62,0.83,0.65,0.55,0.65,0.62,0.67,0.69,0.66,0.61,0.68,0.56,0.63,0.56,0.57,0.44,0.66,0.64,0.51,0.67,0.51,0.77
chr5_178086477,0.65,0.5,0.63,0.59,0.63,0.61,0.65,0.62,0.62,0.86,0.58,0.6,0.66,0.55,0.57,0.62,0.5,0.54,0.42,0.61,0.61,0.52,0.41,0.59,0.47,0.49,0.22,0.62,0.17,0.57,0.53,0.6,0.66,0.61,0.47,0.64,0.56,0.31,0.2,0.36
chr4_98560534,0.76,0.81,0.75,0.7,0.83,0.62,0.0,0.78,0.73,0.95,0.78,0.71,0.5,0.85,0.53,0.79,0.72,0.62,0.81,0.85,0.74,0.7182051282051283,0.76,0.59,0.75,0.78,0.69,0.83,0.76,0.78,0.64,0.86,0.76,0.76,0.72,0.75,0.88,0.74,0.73,0.4
chr9_113063022,0.7,0.2,0.53,0.33,0.72,0.65,0.36,0.55,0.18,0.54,0.4,0.36,0.26,0.3,0.24,0.38,0.44,0.25,0.4,0.5,0.34,0.42,0.48,0.73,0.54,0.48,0.4,0.4,0.62,0.25,0.82,0.52,0.74,0.58,0.25,0.4,0.71,0.71,0.56,0.5
chr18_5891682,0.65,0.33,0.41,0.64,0.54,0.38,0.4,0.51,0.26,0.56,0.28,0.66,0.32,0.42,0.38,0.44,0.54,0.52,0.57,0.5,0.34,0.6,0.55,0.21,0.45,0.37,0.36,0.24,0.47,0.46,0.22,0.37,0.47,0.33,0.32,0.32,0.31,0.32,0.36,0.45
chr16_89191710,0.21,0.18,0.05,0.05,0.26,0.27,0.21,0.12,0.15,0.23,0.15,0.16,0.29,0.13,0.12,0.14,0.11,0.35,0.21,0.14,0.22,0.13,0.33,0.29,0.19,0.27,0.21,0.23,0.15,0.28,0.19,0.29,0.34,0.28,0.17,0.21,0.21,0.16,0.52,0.15
chr15_34496889,0.5,0.47,0.33,0.33666666666666667,0.38,0.33666666666666667,0.13,0.23,0.4,0.33666666666666667,0.6,0.45,0.44,0.41,0.2,0.5,0.63,0.33666666666666667,0.0,0.58,0.3,0.29,0.36,0.17,0.31,0.26,0.16,0.37,0.42,0.15,0.18,0.33,0.23,0.55,0.3,0.45,0.24,0.3,0.04,0.46
chr10_127906110,0.3,0.45,0.67,0.35,0.11,0.55,0.51,0.36,0.0,0.53,0.8,0.82,0.03,0.67,0.74,0.48,0.03,0.81,0.4,0.9,0.07,0.69,0.41,0.78,0.06,0.05,0.52,0.34,0.69,0.11,0.09,0.08,0.28,0.42,0.05,0.12,0.41,0.46,0.77,0.28
chr7_123574356,0.64,0.68,0.42,0.41,0.68,0.79,0.71,0.52,0.59,0.82,0.64,0.46,0.57,0.52,0.63,0.64,0.66,0.45,0.73,0.7,0.73,0.7,0.81,0.69,0.7,0.73,0.89,0.7,0.74,0.83,0.81,0.65,0.91,0.62,0.77,0.57,0.78,0.81,0.56,0.36
chr6_155256689,0.05,0.32,0.61,0.41,0.55,0.45,0.44,0.0,0.5,0.0,0.0,0.54,1.0,0.0,0.48,0.66,0.35,0.31,0.44,0.0,0.0,0.0,0.46,0.86,0.41,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.37,0.33,0.81,0.0,0.0,0.42
chr9_4145618,0.0,0.43,0.14,0.4,0.75,0.39,0.87,0.8,0.33,0.0,0.0,0.0,0.38,0.42,0.46,0.36,0.75,0.46,0.0,0.75,0.0,0.0,0.48,0.32,0.0,0.0,0.0,0.57,0.0,0.48,0.46,0.45,0.0,0.29,0.41,0.0,0.56,0.37,0.4,0.42
chr4_1928665,0.08,0.06,0.06,0.04,0.2,0.21,0.23,0.15,0.0,0.04,0.16,0.06,0.16,0.04,0.17,0.13,0.25,0.23,0.26,0.03,0.13,0.13,0.24,0.32,0.22,0.08,0.35,0.08,0.33,0.4,0.3,0.26,0.41,0.23,0.14,0.03,0.28,0.37,0.16,0.14
chr21_14274297,0.5,0.58,0.55,0.66,0.76,0.69,0.7,0.5,0.48,0.6,0.53,0.57,0.87,0.45,0.59,0.62,0.71,0.56,0.51,0.54,0.46,0.42,0.59,0.37,0.63,0.58,0.51,0.64,0.6,0.39,0.52,0.72,0.38,0.67,0.45,0.63,0.56,0.52,0.58,0.63
chr2_70524502,0.3,0.16,0.31,0.05,0.12,0.33,0.22,0.58,0.2,0.38,0.15,0.21,0.05,0.0,0.28,0.34,0.33,0.19,0.47,0.05,0.18,0.34,0.32,0.52,0.35,0.27,0.43,0.19,0.46,0.29,0.36,0.24,0.47,0.3,0.31,0.28,0.37,0.38,0.29,0.0
chr2_240217491,0.88,1.0,0.88,0.92,0.88,0.94,0.92,0.92,0.92,0.96,0.9,0.98,0.96,0.97,0.95,0.97,0.95,0.95,0.91,0.92,0.9,0.85,0.84,0.92,0.9,0.96,0.9,0.84,0.85,0.7,0.9,0.86,0.9,0.85,1.0,0.93,0.72,0.88,0.83,0.79
chr7_151390875,0.0,0.0,0.07,0.27,0.31,0.0,0.53,0.0,0.29,0.44,0.83,0.43,0.45,0.87,0.4,0.0,0.37,0.73,0.46,0.48,0.76,0.86,0.49,0.87,0.0,0.36,0.93,0.9,0.0,0.29,0.44,0.0,0.45,0.6,0.0,0.8,0.77,0.8,0.43,0.47
chr2_237923558,0.1,0.27,0.18,0.0,0.32,0.14,0.13,0.08,0.3,0.63,0.1,0.34,0.24,0.3,0.11,0.16,0.2,0.2,0.18,0.22,0.15,0.12,0.32,0.43,0.29,0.21,0.45,0.46,0.4,0.37,0.35,0.34,0.44,0.17,0.3,0.31,0.14,0.43,0.3,0.22
chr10_127906061,0.45,0.41,0.84,0.45,0.13,0.56,0.5,0.68,0.0,0.61,0.84,0.9,0.13,0.66,0.9,0.73,0.32,0.63,0.3,0.85,0.23,0.6,0.67,0.69,0.29,0.15,0.52,0.3,0.66,0.26,0.23,0.1,0.44,0.47615384615384615,0.09,0.13,0.59,0.6,0.84,0.29
chr14_72023898,0.42,0.76,0.45,0.41,0.0,0.14,0.59,0.5,0.81,0.52,0.08,0.36,0.41,0.44,0.88,0.21,0.16,0.63,0.26,0.46,0.76,0.4597368421052631,0.5,0.52,0.5,0.0,0.62,0.52,0.76,0.58,0.5,0.36,0.61,0.4597368421052631,0.45,0.41,0.76,0.59,0.36,0.18
chr17_6069869,0.5,0.43,0.64,0.27,0.52,0.63,0.75,0.0,0.36,0.57,0.17,0.57,0.2,0.5,0.3463157894736842,0.23,0.45,0.11,0.3463157894736842,0.43,0.29,0.19,0.05,0.27,0.21,0.36,0.12,0.48,0.45,0.06,0.51,0.6,0.23,0.0,0.08,0.56,0.36,0.31,0.25,0.45
chr1_200303109,0.6,0.46,0.48,0.8,0.7,0.54,0.84,0.79,0.66,0.4,0.74,0.81,0.74,0.92,0.87,0.65,0.74,0.61,0.54,0.69,0.4,0.36,0.64,0.28,0.69,0.65,0.45,0.63,0.73,0.61,0.42,0.63,0.63,0.69,0.64,0.7,0.22,0.78,0.55,0.8
chr2_172927896,0.26,0.0,0.28,0.75,0.25,0.69,0.0,0.0,0.0,0.49,0.75,0.82,0.0,0.47,0.0,0.43,0.72,0.71,0.28,0.39,0.34,0.0,0.0,0.26,0.65,0.0,0.0,0.0,0.0,0.41,0.01,0.0,0.34,0.76,0.32,0.0,0.0,0.43,0.77,0.41
chr9_129261477,0.13,0.25,0.2,0.13,0.26,0.0,0.23,0.13,0.42,0.23,0.13,0.17,0.24305555555555555,0.26,0.22,0.2,0.26,0.0,0.07,0.27,0.33,0.24305555555555555,0.21,0.35,0.45,0.24305555555555555,0.78,0.2,0.23,0.09,0.06,0.0,0.47,0.42,0.24305555555555555,0.41,0.26,0.62,0.26,0.05
chr7_5496315,0.69,0.76,0.7,0.78,0.69,0.74,0.91,0.85,0.76,0.75,0.76,0.7,0.83,0.82,0.69,0.79,0.81,0.81,0.61,0.76,0.7,0.7,0.66,0.69,0.51,0.61,0.59,0.7,0.7,0.66,0.77,0.69,0.72,0.75,0.86,0.73,0.73,0.82,0.66,0.9
chr6_27217897,0.58,0.67,0.63,0.64,0.6,0.58,0.75,0.67,0.51,0.83,0.25,0.81,0.6,0.62,0.5,0.68,0.35,0.78,0.53,0.48,0.46,0.3,0.49,0.61,0.25,0.86,0.38,0.46,0.65,0.25,0.33,0.51,0.58,0.64,0.5,0.72,0.39,0.52,0.53,0.48
chr9_87713850,0.54,0.53,0.23,0.3,0.27,0.25,0.42,0.27,0.55,0.25,0.46,0.51,0.45,0.33,0.42,0.3,0.5,0.5,0.28,0.38,0.47,0.4,0.47,0.37,0.35,0.58,0.62,0.55,0.38,0.53,0.43,0.46,0.65,0.61,0.42,0.3,0.38,0.5,0.33,0.38
chr1_89799503,0.31,0.3,0.46,0.6,0.4,0.48,0.73,0.47,0.6,0.21,0.59,0.91,0.36,0.83,0.75,0.57,0.5,0.13,0.64,0.76,0.33,0.68,0.33,0.77,0.72,0.65,0.55,0.42,0.6,0.8,0.75,0.68,0.56,0.71,0.71,0.59,0.77,0.81,0.65,0.47
chr19_37403929,0.52,0.45,0.71,0.5,0.78,0.8,0.56,0.75,0.71,0.82,0.56,0.54,0.67,0.57,0.51,0.41,0.52,0.4,0.95,0.77,0.48,0.36,0.39,0.41,0.26,0.71,0.51,0.67,0.32,0.48,0.45,0.52,0.42,0.44,0.61,0.34,0.34,0.34,0.81,0.55
chr12_13197941,0.28,0.18,0.21,0.07,0.53,0.0,0.11,0.25,0.06,0.2,0.22,0.22,0.07,0.54,0.11,0.26,0.31,0.22,0.41,0.21,0.16,0.41,0.46,0.19,0.25,0.2684615384615385,0.43,0.29,0.26,0.41,0.36,0.23,0.45,0.41,0.1,0.68,0.22,0.35,0.25,0.1
chr6_15901260,0.13,0.05,0.24,0.07,0.21,0.28,0.08,0.16,0.24,0.3,0.34,0.11,0.07,0.14,0.25,0.15,0.47,0.17,0.32,0.07,0.25,0.29,0.32,0.45,0.12,0.2,0.17,0.35,0.27,0.23,0.43,0.21,0.37,0.31,0.26,0.24,0.15,0.43,0.08,0.04
chr7_44145797,0.07,0.14,0.27,0.05,0.1,0.18,0.0,0.27,0.21,0.0,0.11,0.1,0.17,0.21,0.11,0.17,0.25,0.15,0.0,0.1,0.1,0.11,0.12,0.11,0.13,0.1,0.38,0.15,0.16,0.17,0.14,0.37,0.28,0.12,0.16,0.21,0.18,0.34,0.3,0.0
chr2_215433360,0.46,0.87,0.85,0.9,0.95,0.93,0.51,0.43,0.86,0.4,0.87,0.97,0.57,0.0,0.0,0.44,0.0,0.0,0.0,0.92,0.45,0.56,0.89,0.38,0.88,0.47,0.0,0.86,0.85,0.0,0.93,0.98,0.55,0.92,0.88,0.89,0.91,0.38,0.85,0.86
